16.643066,-28.866335,-54.033569,-43.161842,-23.994217,-24.785444,37.963840,10.924430,-84.439468,-44.220734
27.753811,-27.568810,-47.912720,-42.147293,-18.058140,-19.188185,55.280327,25.189489,-81.363525,-40.360477
41.409824,-22.521999,-35.038033,-38.525700,-7.407155,-10.791924,79.133873,46.441624,-78.604378,-33.889267
57.533684,-14.484533,-8.983257,-29.841879,7.730005,-0.530680,107.694786,71.680511,-74.732285,-25.355488
77.853188,-1.006870,21.783209,-17.433643,36.079124,16.978142,137.527100,101.914635,-61.289089,-11.800712
97.576317,15.852446,62.781597,-1.405610,64.268661,37.316021,169.865860,132.948151,-44.088188,7.878999
121.563408,50.446365,103.474968,20.874601,96.625610,58.228127,209.525681,169.967697,-17.822819,34.242535
145.719772,82.981339,140.146652,57.033783,131.999390,86.304016,235.026596,205.883804,15.193284,65.266426
171.698730,116.717339,180.321793,90.993141,163.556351,113.511391,255.126114,236.001541,54.718254,92.508308
203.537384,151.514618,223.926315,127.687256,198.630814,142.663788,271.450348,254.956116,91.195000,124.885170
238.479080,187.794754,254.398956,159.133392,230.667068,170.128876,261.897339,247.950073,121.202560,153.175003
270.850616,226.158096,277.604828,195.072006,257.765930,201.436218,244.301819,242.228104,151.505157,180.837051
303.503052,261.141296,298.136993,231.210312,279.792267,235.150116,233.517838,230.750336,177.078857,205.934448
333.515808,284.933563,304.886078,258.656128,298.465027,266.369385,217.936493,218.789810,192.596756,229.065979
350.695251,307.929016,300.352142,277.414795,308.631866,293.593445,195.950073,200.816345,195.243149,249.091812
355.751160,316.526001,292.444550,293.677612,316.572601,306.277100,157.661118,169.612167,191.039581,253.785538
355.817200,312.799103,256.982513,277.916656,315.821655,289.505157,108.515907,126.208733,172.410736,259.653351
332.643829,301.655640,218.470657,252.514206,292.539673,282.366364,63.618153,80.736618,150.275848,258.922699
327.935791,299.788391,181.165268,246.253754,278.551727,270.509644,20.277376,38.695118,124.527458,250.141800
319.674225,297.244965,138.861267,240.395294,258.329620,257.480469,-23.032387,0.654602,92.134155,232.825623
305.993866,285.648651,92.809761,218.756622,235.928421,241.337738,-59.537281,-38.704250,53.694881,199.765610
285.632782,272.744904,44.220802,191.167877,199.573456,212.388901,-96.830536,-68.897087,7.333529,162.071075
242.968414,256.673065,2.921609,141.520264,153.640366,175.109863,-147.844360,-100.436462,-36.680676,112.940186
182.851868,226.751678,-35.090527,100.138374,98.554413,124.813217,-202.214142,-140.469437,-70.770233,69.888939
122.311470,190.364914,-64.719986,56.305882,48.261780,79.852463,-258.547058,-189.078568,-106.139969,26.764214
73.667427,142.575882,-91.945183,19.112078,7.960542,38.623627,-292.612976,-240.769623,-150.588104,-19.702642
27.811069,96.348679,-122.001762,-15.759893,-33.807640,-1.229650,-307.700439,-282.700195,-181.773239,-60.744354
-12.423848,47.564075,-153.158875,-49.590862,-66.359756,-38.772137,-317.740814,-297.801941,-209.737534,-103.307625
-46.488708,7.435687,-181.330994,-73.954376,-97.691956,-77.103271,-321.327759,-295.852722,-240.769104,-145.671432
-88.942139,-27.321274,-198.868805,-98.169960,-132.772217,-123.239449,-317.491364,-291.775543,-271.113037,-179.008987
-139.771927,-61.119427,-214.808167,-123.608795,-170.133575,-174.775223,-309.035278,-287.034851,-285.186157,-196.390411
-190.291031,-99.161087,-224.840179,-150.634552,-215.583038,-221.586914,-294.887146,-285.300568,-300.295807,-216.273224
-236.300491,-142.125137,-232.912476,-183.259018,-282.730927,-258.964050,-283.946564,-275.849091,-311.597717,-231.961655
-268.950195,-186.340805,-295.321899,-225.620728,-345.603455,-277.282166,-278.758698,-273.591644,-321.716797,-244.793655
-283.870880,-229.702530,-306.847504,-288.008698,-371.736328,-286.801880,-267.110748,-256.257385,-320.724152,-254.731110
-296.476715,-272.455170,-304.240143,-309.181702,-388.954437,-295.428528,-255.330429,-234.005814,-316.614319,-260.349640
-301.986603,-291.052704,-300.037018,-317.638062,-391.241547,-292.038391,-226.334381,-213.690536,-307.447296,-261.031738
-295.873413,-305.258667,-295.416016,-319.665863,-372.351746,-292.882477,-201.537582,-194.991302,-299.515778,-255.726608
-305.692261,-312.562134,-288.849548,-318.299011,-364.972870,-285.602325,-182.672699,-176.184784,-290.639709,-245.473846
-301.628571,-312.848480,-283.520660,-319.534576,-344.789612,-290.706451,-163.786133,-155.543365,-275.689941,-228.049103
-291.525848,-316.428070,-273.276489,-320.620544,-325.817627,-282.605896,-146.792297,-135.642960,-258.886780,-210.439743
-283.020233,-313.625092,-256.257660,-307.186737,-314.724152,-262.499664,-127.971695,-112.870369,-234.395340,-193.210892
-272.811981,-312.997131,-243.344711,-294.212341,-303.480072,-240.503906,-107.857880,-90.276131,-212.181549,-176.554932
-266.264984,-303.622772,-225.157532,-288.806946,-290.232574,-217.043762,-87.843605,-69.203636,-190.112991,-156.597351
-256.730621,-290.995819,-208.280228,-284.757568,-270.105743,-193.814285,-67.197487,-49.632248,-168.704224,-138.137634
-235.115250,-280.150391,-189.401245,-277.635925,-245.824890,-173.158951,-48.621120,-27.669609,-149.003220,-120.761841
-216.633865,-272.229462,-174.307480,-262.854889,-220.584808,-150.212296,-30.019667,-7.451278,-127.029716,-99.332527
-197.819870,-263.254913,-158.627396,-245.331238,-196.760559,-129.789490,-16.225512,7.210238,-107.444756,-77.293121
-181.619720,-250.326019,-141.737488,-223.157867,-176.037384,-111.434753,-6.179718,21.045311,-87.916969,-55.659225
-164.899551,-228.291580,-127.835762,-196.118103,-155.645905,-90.679153,3.098855,32.646580,-67.582512,-36.899513
-146.814560,-213.553650,-113.341072,-175.260452,-138.480362,-70.370743,10.431727,39.892654,-49.042572,-14.599265
-131.722839,-198.112396,-99.650780,-156.364990,-122.296883,-51.511616,16.587427,45.256763,-34.626568,6.972499
-115.484680,-184.401413,-89.356583,-137.610809,-102.622849,-34.659935,20.550104,47.935242,-22.275135,27.334578
-101.755020,-168.701797,-79.548569,-121.247559,-86.410553,-17.024876,25.294731,46.683506,-14.504045,41.739990
-85.963799,-157.281860,-68.888931,-104.797478,-71.951675,-3.321425,26.790249,45.945938,-7.401706,51.717487
-70.679680,-142.009720,-60.136925,-89.946503,-58.626358,4.137576,28.577106,44.717800,-2.884366,49.815365
-57.685379,-129.386475,-53.718204,-78.932251,-48.485085,8.742867,29.058954,43.735966,-1.234767,48.980598
-47.807186,-116.119217,-49.111511,-68.054489,-42.089417,11.124843,29.282595,42.299114,-2.139737,49.030304
-41.987476,-101.831184,-44.012928,-60.284397,-38.299549,13.041642,29.533693,39.518291,-3.180743,49.994450
-34.964783,-93.740547,-42.144226,-53.946404,-33.909332,14.567312,27.276419,35.636765,-4.897582,47.601944